State,County Code,Year,Rows
State: 80,County code: 002,Year: 20160101,Rows: 18432
State: 80,County code: 002,Year: 20170101,Rows: 26280
State: 80,County code: 002,Year: 20180101,Rows: 7879
State: 78,County code: 030,Year: 20180101,Rows: 4416
State: 78,County code: 030,Year: 20190101,Rows: 8760
State: 78,County code: 010,Year: 20100101,Rows: 89
State: 78,County code: 010,Year: 20110101,Rows: 52
State: 78,County code: 010,Year: 20120101,Rows: 75
State: 78,County code: 010,Year: 20130101,Rows: 22
State: 78,County code: 010,Year: 20140101,Rows: 52
State: 78,County code: 010,Year: 20150101,Rows: 54
State: 78,County code: 010,Year: 20160101,Rows: 15
State: 78,County code: 010,Year: 20170101,Rows: 26
State: 78,County code: 010,Year: 20180101,Rows: 31
State: 78,County code: 010,Year: 20190101,Rows: 61
State: 72,County code: 127,Year: 20110101,Rows: 80
State: 72,County code: 127,Year: 20120101,Rows: 92
State: 72,County code: 127,Year: 20150101,Rows: 28
State: 72,County code: 113,Year: 20100101,Rows: 124
State: 72,County code: 113,Year: 20110101,Rows: 121
State: 72,County code: 113,Year: 20120101,Rows: 97
State: 72,County code: 113,Year: 20130101,Rows: 122
State: 72,County code: 113,Year: 20140101,Rows: 122
State: 72,County code: 113,Year: 20150101,Rows: 121
State: 72,County code: 113,Year: 20160101,Rows: 122
State: 72,County code: 113,Year: 20170101,Rows: 91
State: 72,County code: 113,Year: 20180101,Rows: 119
State: 72,County code: 113,Year: 20190101,Rows: 120
State: 72,County code: 097,Year: 20110101,Rows: 73
State: 72,County code: 097,Year: 20120101,Rows: 122
State: 72,County code: 097,Year: 20130101,Rows: 111
State: 72,County code: 097,Year: 20140101,Rows: 19
State: 72,County code: 069,Year: 20110101,Rows: 20
State: 72,County code: 069,Year: 20120101,Rows: 122
State: 72,County code: 069,Year: 20130101,Rows: 122
State: 72,County code: 069,Year: 20140101,Rows: 122
State: 72,County code: 061,Year: 20100101,Rows: 124
State: 72,County code: 061,Year: 20110101,Rows: 124
State: 72,County code: 061,Year: 20120101,Rows: 180
State: 72,County code: 061,Year: 20130101,Rows: 182
State: 72,County code: 061,Year: 20140101,Rows: 183
State: 72,County code: 061,Year: 20150101,Rows: 181
State: 72,County code: 061,Year: 20160101,Rows: 183
State: 72,County code: 061,Year: 20170101,Rows: 137
State: 72,County code: 061,Year: 20180101,Rows: 176
State: 72,County code: 061,Year: 20190101,Rows: 182
State: 72,County code: 059,Year: 20110101,Rows: 20
State: 72,County code: 059,Year: 20120101,Rows: 93
State: 72,County code: 059,Year: 20130101,Rows: 122
State: 72,County code: 059,Year: 20140101,Rows: 122
State: 72,County code: 059,Year: 20150101,Rows: 121
State: 72,County code: 059,Year: 20160101,Rows: 122
State: 72,County code: 059,Year: 20170101,Rows: 91
State: 72,County code: 057,Year: 20100101,Rows: 122
State: 72,County code: 057,Year: 20110101,Rows: 123
State: 72,County code: 057,Year: 20120101,Rows: 122
State: 72,County code: 057,Year: 20130101,Rows: 106
State: 72,County code: 057,Year: 20140101,Rows: 99
State: 72,County code: 057,Year: 20150101,Rows: 121
State: 72,County code: 057,Year: 20160101,Rows: 122
State: 72,County code: 057,Year: 20170101,Rows: 91
State: 72,County code: 057,Year: 20190101,Rows: 30
State: 72,County code: 053,Year: 20100101,Rows: 122
State: 72,County code: 053,Year: 20110101,Rows: 122
State: 72,County code: 053,Year: 20120101,Rows: 61
State: 72,County code: 053,Year: 20150101,Rows: 117
State: 72,County code: 053,Year: 20160101,Rows: 122
State: 72,County code: 053,Year: 20170101,Rows: 91
State: 72,County code: 053,Year: 20180101,Rows: 30
State: 72,County code: 053,Year: 20190101,Rows: 121
State: 72,County code: 025,Year: 20170101,Rows: 40
State: 72,County code: 025,Year: 20180101,Rows: 30
State: 72,County code: 025,Year: 20190101,Rows: 121
State: 72,County code: 021,Year: 20110101,Rows: 20
State: 72,County code: 021,Year: 20120101,Rows: 122
State: 72,County code: 021,Year: 20130101,Rows: 122
State: 72,County code: 021,Year: 20140101,Rows: 9
State: 72,County code: 021,Year: 20150101,Rows: 88
State: 72,County code: 021,Year: 20160101,Rows: 35
State: 72,County code: 021,Year: 20170101,Rows: 3264
State: 72,County code: 021,Year: 20180101,Rows: 6269
State: 72,County code: 021,Year: 20190101,Rows: 1333
State: 72,County code: 001,Year: 20110101,Rows: 19
State: 72,County code: 001,Year: 20120101,Rows: 94
State: 72,County code: 001,Year: 20130101,Rows: 122
State: 72,County code: 001,Year: 20140101,Rows: 122
State: 72,County code: 001,Year: 20150101,Rows: 121
State: 72,County code: 001,Year: 20160101,Rows: 121
State: 72,County code: 001,Year: 20170101,Rows: 91
State: 72,County code: 001,Year: 20180101,Rows: 30
State: 72,County code: 001,Year: 20190101,Rows: 121
State: 56,County code: 045,Year: 20150101,Rows: 4200
State: 56,County code: 045,Year: 20160101,Rows: 7200
State: 56,County code: 039,Year: 20100101,Rows: 122
State: 56,County code: 039,Year: 20110101,Rows: 121
State: 56,County code: 039,Year: 20120101,Rows: 122
State: 56,County code: 039,Year: 20130101,Rows: 123
State: 56,County code: 039,Year: 20140101,Rows: 123
State: 56,County code: 039,Year: 20150101,Rows: 122
State: 56,County code: 039,Year: 20160101,Rows: 4885
State: 56,County code: 039,Year: 20170101,Rows: 8882
State: 56,County code: 039,Year: 20180101,Rows: 12530
State: 56,County code: 039,Year: 20190101,Rows: 15601
State: 56,County code: 037,Year: 20100101,Rows: 122
State: 56,County code: 037,Year: 20110101,Rows: 187
State: 56,County code: 037,Year: 20120101,Rows: 367
State: 56,County code: 037,Year: 20130101,Rows: 7442
State: 56,County code: 037,Year: 20140101,Rows: 2282
State: 56,County code: 037,Year: 20150101,Rows: 121
State: 56,County code: 037,Year: 20160101,Rows: 123
State: 56,County code: 037,Year: 20170101,Rows: 124
State: 56,County code: 037,Year: 20180101,Rows: 122
State: 56,County code: 037,Year: 20190101,Rows: 481
State: 56,County code: 035,Year: 20100101,Rows: 8877
State: 56,County code: 035,Year: 20110101,Rows: 24242
State: 56,County code: 035,Year: 20120101,Rows: 26414
State: 56,County code: 035,Year: 20130101,Rows: 24120
State: 56,County code: 035,Year: 20140101,Rows: 8760
State: 56,County code: 035,Year: 20150101,Rows: 8760
State: 56,County code: 035,Year: 20160101,Rows: 8784
State: 56,County code: 035,Year: 20170101,Rows: 8760
State: 56,County code: 035,Year: 20180101,Rows: 8760
State: 56,County code: 035,Year: 20190101,Rows: 8760
State: 56,County code: 033,Year: 20100101,Rows: 306
State: 56,County code: 033,Year: 20110101,Rows: 305
State: 56,County code: 033,Year: 20120101,Rows: 268
State: 56,County code: 033,Year: 20130101,Rows: 276
State: 56,County code: 033,Year: 20140101,Rows: 274
State: 56,County code: 033,Year: 20150101,Rows: 273
State: 56,County code: 033,Year: 20160101,Rows: 276
State: 56,County code: 033,Year: 20170101,Rows: 3226
State: 56,County code: 033,Year: 20180101,Rows: 6541
State: 56,County code: 033,Year: 20190101,Rows: 272
State: 56,County code: 029,Year: 20100101,Rows: 123
State: 56,County code: 029,Year: 20110101,Rows: 122
State: 56,County code: 029,Year: 20120101,Rows: 123
State: 56,County code: 029,Year: 20130101,Rows: 122
State: 56,County code: 029,Year: 20140101,Rows: 125
State: 56,County code: 029,Year: 20150101,Rows: 123
State: 56,County code: 029,Year: 20160101,Rows: 122
State: 56,County code: 029,Year: 20170101,Rows: 122
State: 56,County code: 029,Year: 20180101,Rows: 3387
State: 56,County code: 029,Year: 20190101,Rows: 6870
State: 56,County code: 025,Year: 20100101,Rows: 122
State: 56,County code: 025,Year: 20110101,Rows: 121
State: 56,County code: 025,Year: 20120101,Rows: 125
State: 56,County code: 025,Year: 20130101,Rows: 123
State: 56,County code: 025,Year: 20140101,Rows: 122
State: 56,County code: 025,Year: 20150101,Rows: 122
State: 56,County code: 025,Year: 20160101,Rows: 866
State: 56,County code: 025,Year: 20170101,Rows: 8882
State: 56,County code: 025,Year: 20180101,Rows: 722
State: 56,County code: 025,Year: 20190101,Rows: 5161
State: 56,County code: 021,Year: 20100101,Rows: 183
State: 56,County code: 021,Year: 20110101,Rows: 9124
State: 56,County code: 021,Year: 20120101,Rows: 9057
State: 56,County code: 021,Year: 20130101,Rows: 8942
State: 56,County code: 021,Year: 20140101,Rows: 9098
State: 56,County code: 021,Year: 20150101,Rows: 9098
State: 56,County code: 021,Year: 20160101,Rows: 15793
State: 56,County code: 021,Year: 20170101,Rows: 11360
State: 56,County code: 021,Year: 20180101,Rows: 11076
State: 56,County code: 021,Year: 20190101,Rows: 17887
State: 56,County code: 015,Year: 20140101,Rows: 5544
State: 56,County code: 015,Year: 20150101,Rows: 9023
State: 56,County code: 015,Year: 20160101,Rows: 15009
State: 56,County code: 013,Year: 20100101,Rows: 122
State: 56,County code: 013,Year: 20110101,Rows: 8258
State: 56,County code: 013,Year: 20120101,Rows: 2306
State: 56,County code: 013,Year: 20130101,Rows: 4540
State: 56,County code: 013,Year: 20140101,Rows: 15674
State: 56,County code: 013,Year: 20150101,Rows: 17643
State: 56,County code: 013,Year: 20160101,Rows: 17690
State: 56,County code: 013,Year: 20170101,Rows: 17642
State: 56,County code: 013,Year: 20180101,Rows: 17644
State: 56,County code: 013,Year: 20190101,Rows: 17641
State: 56,County code: 009,Year: 20100101,Rows: 5313
State: 56,County code: 009,Year: 20110101,Rows: 8760
State: 56,County code: 009,Year: 20120101,Rows: 9144
State: 56,County code: 009,Year: 20130101,Rows: 13112
State: 56,County code: 009,Year: 20140101,Rows: 8760
State: 56,County code: 009,Year: 20150101,Rows: 12120
State: 56,County code: 009,Year: 20160101,Rows: 8784
State: 56,County code: 009,Year: 20170101,Rows: 8760
State: 56,County code: 009,Year: 20180101,Rows: 8760
State: 56,County code: 009,Year: 20190101,Rows: 8760
State: 56,County code: 007,Year: 20130101,Rows: 504
State: 56,County code: 007,Year: 20140101,Rows: 8760
State: 56,County code: 007,Year: 20150101,Rows: 8760
State: 56,County code: 007,Year: 20160101,Rows: 1152
State: 56,County code: 005,Year: 20100101,Rows: 14858
State: 56,County code: 005,Year: 20110101,Rows: 21768
State: 56,County code: 005,Year: 20120101,Rows: 34542
State: 56,County code: 005,Year: 20130101,Rows: 30436
State: 56,County code: 005,Year: 20140101,Rows: 35040
State: 56,County code: 005,Year: 20150101,Rows: 35040
State: 56,County code: 005,Year: 20160101,Rows: 35136
State: 56,County code: 005,Year: 20170101,Rows: 35040
State: 56,County code: 005,Year: 20180101,Rows: 35040
State: 56,County code: 005,Year: 20190101,Rows: 24720
State: 56,County code: 003,Year: 20140101,Rows: 4200
State: 56,County code: 003,Year: 20150101,Rows: 5688
State: 56,County code: 001,Year: 20100101,Rows: 122
State: 56,County code: 001,Year: 20110101,Rows: 126
State: 56,County code: 001,Year: 20120101,Rows: 122
State: 56,County code: 001,Year: 20130101,Rows: 122
State: 56,County code: 001,Year: 20140101,Rows: 122
State: 56,County code: 001,Year: 20150101,Rows: 121
State: 56,County code: 001,Year: 20160101,Rows: 122
State: 56,County code: 001,Year: 20170101,Rows: 6626
State: 56,County code: 001,Year: 20180101,Rows: 2378
State: 56,County code: 001,Year: 20190101,Rows: 121
State: 55,County code: 133,Year: 20100101,Rows: 126
State: 55,County code: 133,Year: 20110101,Rows: 66
State: 55,County code: 133,Year: 20120101,Rows: 62
State: 55,County code: 133,Year: 20130101,Rows: 68
State: 55,County code: 133,Year: 20140101,Rows: 131
State: 55,County code: 133,Year: 20150101,Rows: 126
State: 55,County code: 133,Year: 20160101,Rows: 124
State: 55,County code: 133,Year: 20170101,Rows: 8919
State: 55,County code: 133,Year: 20180101,Rows: 8820
State: 55,County code: 133,Year: 20190101,Rows: 8822
State: 55,County code: 125,Year: 20100101,Rows: 67
State: 55,County code: 125,Year: 20110101,Rows: 63
State: 55,County code: 125,Year: 20120101,Rows: 61
State: 55,County code: 125,Year: 20130101,Rows: 61
State: 55,County code: 125,Year: 20140101,Rows: 65
State: 55,County code: 125,Year: 20150101,Rows: 62
State: 55,County code: 125,Year: 20160101,Rows: 68
State: 55,County code: 125,Year: 20170101,Rows: 2258
State: 55,County code: 125,Year: 20180101,Rows: 8760
State: 55,County code: 125,Year: 20190101,Rows: 8760
State: 55,County code: 119,Year: 20100101,Rows: 77
State: 55,County code: 119,Year: 20110101,Rows: 63
State: 55,County code: 119,Year: 20120101,Rows: 230
State: 55,County code: 119,Year: 20130101,Rows: 63
State: 55,County code: 119,Year: 20140101,Rows: 66
State: 55,County code: 119,Year: 20150101,Rows: 61
State: 55,County code: 119,Year: 20160101,Rows: 62
State: 55,County code: 119,Year: 20170101,Rows: 8801
State: 55,County code: 119,Year: 20180101,Rows: 8760
State: 55,County code: 119,Year: 20190101,Rows: 8760
State: 55,County code: 111,Year: 20100101,Rows: 153
State: 55,County code: 111,Year: 20110101,Rows: 2382
State: 55,County code: 111,Year: 20120101,Rows: 3044
State: 55,County code: 111,Year: 20130101,Rows: 95
State: 55,County code: 111,Year: 20140101,Rows: 94
State: 55,County code: 111,Year: 20150101,Rows: 92
State: 55,County code: 111,Year: 20160101,Rows: 93
State: 55,County code: 111,Year: 20170101,Rows: 17610
State: 55,County code: 111,Year: 20180101,Rows: 17543
State: 55,County code: 111,Year: 20190101,Rows: 8941
State: 55,County code: 109,Year: 20100101,Rows: 124
State: 55,County code: 089,Year: 20100101,Rows: 122
State: 55,County code: 089,Year: 20110101,Rows: 62
State: 55,County code: 089,Year: 20120101,Rows: 62
State: 55,County code: 089,Year: 20130101,Rows: 64
State: 55,County code: 089,Year: 20140101,Rows: 61
State: 55,County code: 089,Year: 20150101,Rows: 63
State: 55,County code: 089,Year: 20160101,Rows: 62
State: 55,County code: 089,Year: 20170101,Rows: 8804
State: 55,County code: 089,Year: 20180101,Rows: 8760
State: 55,County code: 089,Year: 20190101,Rows: 8760
State: 55,County code: 087,Year: 20100101,Rows: 125
State: 55,County code: 087,Year: 20110101,Rows: 121
State: 55,County code: 087,Year: 20120101,Rows: 366
State: 55,County code: 087,Year: 20130101,Rows: 365
State: 55,County code: 087,Year: 20140101,Rows: 365
State: 55,County code: 087,Year: 20150101,Rows: 122
State: 55,County code: 087,Year: 20160101,Rows: 123
State: 55,County code: 087,Year: 20170101,Rows: 8841
State: 55,County code: 087,Year: 20180101,Rows: 8760
State: 55,County code: 087,Year: 20190101,Rows: 16968
State: 55,County code: 079,Year: 20100101,Rows: 2262
State: 55,County code: 079,Year: 20110101,Rows: 6056
State: 55,County code: 079,Year: 20120101,Rows: 411
State: 55,County code: 079,Year: 20130101,Rows: 416
State: 55,County code: 079,Year: 20140101,Rows: 494
State: 55,County code: 079,Year: 20150101,Rows: 471
State: 55,County code: 079,Year: 20160101,Rows: 476
State: 55,County code: 079,Year: 20170101,Rows: 35529
State: 55,County code: 079,Year: 20180101,Rows: 35340
State: 55,County code: 079,Year: 20190101,Rows: 32990
State: 55,County code: 071,Year: 20100101,Rows: 83
State: 55,County code: 063,Year: 20100101,Rows: 4218
State: 55,County code: 063,Year: 20110101,Rows: 5743
State: 55,County code: 063,Year: 20120101,Rows: 123
State: 55,County code: 063,Year: 20130101,Rows: 123
State: 55,County code: 063,Year: 20140101,Rows: 125
State: 55,County code: 063,Year: 20150101,Rows: 122
State: 55,County code: 063,Year: 20160101,Rows: 130
State: 55,County code: 063,Year: 20170101,Rows: 8863
State: 55,County code: 063,Year: 20180101,Rows: 8775
State: 55,County code: 063,Year: 20190101,Rows: 8760
State: 55,County code: 059,Year: 20100101,Rows: 4699
State: 55,County code: 059,Year: 20110101,Rows: 6035
State: 55,County code: 059,Year: 20120101,Rows: 125
State: 55,County code: 059,Year: 20130101,Rows: 128
State: 55,County code: 059,Year: 20140101,Rows: 130
State: 55,County code: 059,Year: 20150101,Rows: 124
State: 55,County code: 059,Year: 20160101,Rows: 123
State: 55,County code: 059,Year: 20170101,Rows: 8846
State: 55,County code: 059,Year: 20180101,Rows: 8760
State: 55,County code: 059,Year: 20190101,Rows: 8760
State: 55,County code: 043,Year: 20100101,Rows: 123
State: 55,County code: 043,Year: 20110101,Rows: 127
State: 55,County code: 043,Year: 20120101,Rows: 126
State: 55,County code: 043,Year: 20130101,Rows: 127
State: 55,County code: 043,Year: 20140101,Rows: 142
State: 55,County code: 043,Year: 20150101,Rows: 130
State: 55,County code: 043,Year: 20160101,Rows: 127
State: 55,County code: 043,Year: 20170101,Rows: 8788
State: 55,County code: 043,Year: 20180101,Rows: 8760
State: 55,County code: 043,Year: 20190101,Rows: 8760
State: 55,County code: 041,Year: 20100101,Rows: 95
State: 55,County code: 041,Year: 20110101,Rows: 8094
State: 55,County code: 041,Year: 20120101,Rows: 1011
State: 55,County code: 041,Year: 20130101,Rows: 67
State: 55,County code: 041,Year: 20140101,Rows: 64
State: 55,County code: 041,Year: 20150101,Rows: 65
State: 55,County code: 041,Year: 20160101,Rows: 65
State: 55,County code: 041,Year: 20170101,Rows: 8800
State: 55,County code: 041,Year: 20180101,Rows: 8760
State: 55,County code: 041,Year: 20190101,Rows: 8760
State: 55,County code: 035,Year: 20100101,Rows: 67
State: 55,County code: 035,Year: 20110101,Rows: 64
State: 55,County code: 035,Year: 20120101,Rows: 61
State: 55,County code: 035,Year: 20130101,Rows: 61
State: 55,County code: 035,Year: 20140101,Rows: 64
State: 55,County code: 035,Year: 20150101,Rows: 63
State: 55,County code: 035,Year: 20160101,Rows: 61
State: 55,County code: 035,Year: 20170101,Rows: 8822
State: 55,County code: 035,Year: 20180101,Rows: 8774
State: 55,County code: 035,Year: 20190101,Rows: 8760
State: 55,County code: 027,Year: 20100101,Rows: 8088
State: 55,County code: 027,Year: 20110101,Rows: 5807
State: 55,County code: 027,Year: 20120101,Rows: 126
State: 55,County code: 027,Year: 20130101,Rows: 128
State: 55,County code: 027,Year: 20140101,Rows: 131
State: 55,County code: 027,Year: 20150101,Rows: 128
State: 55,County code: 027,Year: 20160101,Rows: 125
State: 55,County code: 027,Year: 20170101,Rows: 8865
State: 55,County code: 027,Year: 20180101,Rows: 8821
State: 55,County code: 027,Year: 20190101,Rows: 8867
State: 55,County code: 025,Year: 20100101,Rows: 7058
State: 55,County code: 025,Year: 20110101,Rows: 5825
State: 55,County code: 025,Year: 20120101,Rows: 429
State: 55,County code: 025,Year: 20130101,Rows: 436
State: 55,County code: 025,Year: 20140101,Rows: 434
State: 55,County code: 025,Year: 20150101,Rows: 189
State: 55,County code: 025,Year: 20160101,Rows: 193
State: 55,County code: 025,Year: 20170101,Rows: 8925
State: 55,County code: 025,Year: 20180101,Rows: 12409
State: 55,County code: 025,Year: 20190101,Rows: 17581
State: 55,County code: 009,Year: 20100101,Rows: 8372
State: 55,County code: 009,Year: 20110101,Rows: 7025
State: 55,County code: 009,Year: 20120101,Rows: 396
State: 55,County code: 009,Year: 20130101,Rows: 397
State: 55,County code: 009,Year: 20140101,Rows: 397
State: 55,County code: 009,Year: 20150101,Rows: 151
State: 55,County code: 009,Year: 20160101,Rows: 155
State: 55,County code: 009,Year: 20170101,Rows: 8892
State: 55,County code: 009,Year: 20180101,Rows: 8782
State: 55,County code: 009,Year: 20190101,Rows: 8760
State: 55,County code: 003,Year: 20100101,Rows: 128
State: 55,County code: 003,Year: 20110101,Rows: 127
State: 55,County code: 003,Year: 20120101,Rows: 126
State: 55,County code: 003,Year: 20130101,Rows: 127
State: 55,County code: 003,Year: 20140101,Rows: 135
State: 55,County code: 003,Year: 20150101,Rows: 131
State: 55,County code: 003,Year: 20160101,Rows: 124
State: 55,County code: 003,Year: 20170101,Rows: 65
State: 55,County code: 003,Year: 20180101,Rows: 1330
State: 55,County code: 003,Year: 20190101,Rows: 8760
State: 54,County code: 107,Year: 20100101,Rows: 122
State: 54,County code: 107,Year: 20110101,Rows: 121
State: 54,County code: 107,Year: 20120101,Rows: 122
State: 54,County code: 107,Year: 20130101,Rows: 122
State: 54,County code: 107,Year: 20140101,Rows: 125
State: 54,County code: 107,Year: 20150101,Rows: 121
State: 54,County code: 107,Year: 20160101,Rows: 122
State: 54,County code: 107,Year: 20170101,Rows: 124
State: 54,County code: 107,Year: 20180101,Rows: 122
State: 54,County code: 107,Year: 20190101,Rows: 121
State: 54,County code: 081,Year: 20100101,Rows: 122
State: 54,County code: 081,Year: 20110101,Rows: 121
State: 54,County code: 081,Year: 20120101,Rows: 122
State: 54,County code: 081,Year: 20130101,Rows: 122
State: 54,County code: 081,Year: 20140101,Rows: 122
State: 54,County code: 081,Year: 20150101,Rows: 30
State: 54,County code: 069,Year: 20100101,Rows: 122
State: 54,County code: 069,Year: 20110101,Rows: 121
State: 54,County code: 069,Year: 20120101,Rows: 122
State: 54,County code: 069,Year: 20130101,Rows: 122
State: 54,County code: 069,Year: 20140101,Rows: 122
State: 54,County code: 069,Year: 20150101,Rows: 122
State: 54,County code: 069,Year: 20160101,Rows: 122
State: 54,County code: 069,Year: 20170101,Rows: 122
State: 54,County code: 069,Year: 20180101,Rows: 122
State: 54,County code: 069,Year: 20190101,Rows: 121
State: 54,County code: 061,Year: 20100101,Rows: 122
State: 54,County code: 061,Year: 20110101,Rows: 121
State: 54,County code: 061,Year: 20120101,Rows: 122
State: 54,County code: 061,Year: 20130101,Rows: 122
State: 54,County code: 061,Year: 20140101,Rows: 122
State: 54,County code: 061,Year: 20150101,Rows: 121
State: 54,County code: 061,Year: 20160101,Rows: 122
State: 54,County code: 061,Year: 20170101,Rows: 122
State: 54,County code: 061,Year: 20180101,Rows: 122
State: 54,County code: 061,Year: 20190101,Rows: 121
State: 54,County code: 051,Year: 20100101,Rows: 122
State: 54,County code: 051,Year: 20110101,Rows: 121
State: 54,County code: 051,Year: 20120101,Rows: 122
State: 54,County code: 051,Year: 20130101,Rows: 122
State: 54,County code: 051,Year: 20140101,Rows: 125
State: 54,County code: 051,Year: 20150101,Rows: 130
State: 54,County code: 051,Year: 20160101,Rows: 122
State: 54,County code: 051,Year: 20170101,Rows: 122
State: 54,County code: 051,Year: 20180101,Rows: 122
State: 54,County code: 051,Year: 20190101,Rows: 121
State: 54,County code: 049,Year: 20100101,Rows: 122
State: 54,County code: 049,Year: 20110101,Rows: 121
State: 54,County code: 049,Year: 20120101,Rows: 122
State: 54,County code: 049,Year: 20130101,Rows: 122
State: 54,County code: 049,Year: 20140101,Rows: 122
State: 54,County code: 049,Year: 20150101,Rows: 121
State: 54,County code: 049,Year: 20160101,Rows: 121
State: 54,County code: 049,Year: 20170101,Rows: 122
State: 54,County code: 049,Year: 20180101,Rows: 122
State: 54,County code: 049,Year: 20190101,Rows: 126
State: 54,County code: 039,Year: 20100101,Rows: 244
State: 54,County code: 039,Year: 20110101,Rows: 242
State: 54,County code: 039,Year: 20120101,Rows: 244
State: 54,County code: 039,Year: 20130101,Rows: 246
State: 54,County code: 039,Year: 20140101,Rows: 242
State: 54,County code: 039,Year: 20150101,Rows: 242
State: 54,County code: 039,Year: 20160101,Rows: 3843
State: 54,County code: 039,Year: 20170101,Rows: 9001
State: 54,County code: 039,Year: 20180101,Rows: 7530
State: 54,County code: 039,Year: 20190101,Rows: 8899
State: 54,County code: 033,Year: 20100101,Rows: 122
State: 54,County code: 033,Year: 20110101,Rows: 121
State: 54,County code: 033,Year: 20120101,Rows: 122
State: 54,County code: 033,Year: 20130101,Rows: 122
State: 54,County code: 033,Year: 20140101,Rows: 122
State: 54,County code: 033,Year: 20150101,Rows: 117
State: 54,County code: 033,Year: 20160101,Rows: 121
State: 54,County code: 033,Year: 20170101,Rows: 122
State: 54,County code: 033,Year: 20180101,Rows: 122
State: 54,County code: 033,Year: 20190101,Rows: 121
State: 54,County code: 029,Year: 20100101,Rows: 122
State: 54,County code: 029,Year: 20110101,Rows: 121
State: 54,County code: 029,Year: 20120101,Rows: 122
State: 54,County code: 029,Year: 20130101,Rows: 122
State: 54,County code: 029,Year: 20140101,Rows: 122
State: 54,County code: 029,Year: 20150101,Rows: 125
State: 54,County code: 029,Year: 20160101,Rows: 122
State: 54,County code: 029,Year: 20170101,Rows: 122
State: 54,County code: 029,Year: 20180101,Rows: 122
State: 54,County code: 029,Year: 20190101,Rows: 121
State: 54,County code: 011,Year: 20100101,Rows: 151
State: 54,County code: 011,Year: 20110101,Rows: 152
State: 54,County code: 011,Year: 20120101,Rows: 152
State: 54,County code: 011,Year: 20130101,Rows: 153
State: 54,County code: 011,Year: 20140101,Rows: 152
State: 54,County code: 011,Year: 20150101,Rows: 149
State: 54,County code: 011,Year: 20160101,Rows: 145
State: 54,County code: 011,Year: 20170101,Rows: 152
State: 54,County code: 011,Year: 20180101,Rows: 153
State: 54,County code: 011,Year: 20190101,Rows: 151
State: 54,County code: 009,Year: 20100101,Rows: 273
State: 54,County code: 009,Year: 20110101,Rows: 273
State: 54,County code: 009,Year: 20120101,Rows: 275
State: 54,County code: 009,Year: 20130101,Rows: 275
State: 54,County code: 009,Year: 20140101,Rows: 276
State: 54,County code: 009,Year: 20150101,Rows: 274
State: 54,County code: 009,Year: 20160101,Rows: 275
State: 54,County code: 009,Year: 20170101,Rows: 274
State: 54,County code: 009,Year: 20180101,Rows: 275
State: 54,County code: 009,Year: 20190101,Rows: 272
State: 54,County code: 003,Year: 20100101,Rows: 122
State: 54,County code: 003,Year: 20110101,Rows: 121
State: 54,County code: 003,Year: 20120101,Rows: 122
State: 54,County code: 003,Year: 20130101,Rows: 122
State: 54,County code: 003,Year: 20140101,Rows: 122
State: 54,County code: 003,Year: 20150101,Rows: 121
State: 54,County code: 003,Year: 20160101,Rows: 122
State: 54,County code: 003,Year: 20170101,Rows: 122
State: 54,County code: 003,Year: 20180101,Rows: 122
State: 54,County code: 003,Year: 20190101,Rows: 121
State: 53,County code: 077,Year: 20100101,Rows: 122
State: 53,County code: 077,Year: 20110101,Rows: 2266
State: 53,County code: 077,Year: 20120101,Rows: 8581
State: 53,County code: 077,Year: 20130101,Rows: 8744
State: 53,County code: 077,Year: 20140101,Rows: 8869
State: 53,County code: 077,Year: 20150101,Rows: 8741
State: 53,County code: 077,Year: 20160101,Rows: 12572
State: 53,County code: 077,Year: 20170101,Rows: 17635
State: 53,County code: 077,Year: 20180101,Rows: 17372
State: 53,County code: 077,Year: 20190101,Rows: 17526
State: 53,County code: 073,Year: 20120101,Rows: 773
State: 53,County code: 073,Year: 20130101,Rows: 8745
State: 53,County code: 073,Year: 20140101,Rows: 8754
State: 53,County code: 073,Year: 20150101,Rows: 8599
State: 53,County code: 073,Year: 20160101,Rows: 8744
State: 53,County code: 073,Year: 20170101,Rows: 8759
State: 53,County code: 073,Year: 20180101,Rows: 8736
State: 53,County code: 073,Year: 20190101,Rows: 8753
State: 53,County code: 067,Year: 20130101,Rows: 19
State: 53,County code: 067,Year: 20140101,Rows: 26
State: 53,County code: 065,Year: 20180101,Rows: 1483
State: 53,County code: 065,Year: 20190101,Rows: 2784
State: 53,County code: 063,Year: 20100101,Rows: 159
State: 53,County code: 063,Year: 20110101,Rows: 106
State: 53,County code: 063,Year: 20120101,Rows: 63
State: 53,County code: 063,Year: 20130101,Rows: 60
State: 53,County code: 063,Year: 20140101,Rows: 5889
State: 53,County code: 063,Year: 20150101,Rows: 7023
State: 53,County code: 063,Year: 20160101,Rows: 8798
State: 53,County code: 063,Year: 20170101,Rows: 8759
State: 53,County code: 063,Year: 20180101,Rows: 10224
State: 53,County code: 063,Year: 20190101,Rows: 10521
State: 53,County code: 061,Year: 20100101,Rows: 567
State: 53,County code: 061,Year: 20110101,Rows: 26213
State: 53,County code: 061,Year: 20120101,Rows: 29748
State: 53,County code: 061,Year: 20130101,Rows: 37434
State: 53,County code: 061,Year: 20140101,Rows: 43618
State: 53,County code: 061,Year: 20150101,Rows: 39163
State: 53,County code: 061,Year: 20160101,Rows: 35129
State: 53,County code: 061,Year: 20170101,Rows: 27156
State: 53,County code: 061,Year: 20180101,Rows: 26264
